Torque,Speed
3.19473e-06,300
3.14681e-06,300
3.0996e-06,300
3.05311e-06,300
3.00731e-06,300
2.9622e-06,300
2.91777e-06,300
2.874e-06,300
2.83089e-06,300
2.78843e-06,300
2.7466e-06,300
2.7054e-06,300
2.66482e-06,300
2.62485e-06,300
2.58548e-06,300
2.5467e-06,300
2.5085e-06,300
2.47087e-06,300
2.43381e-06,300
2.3973e-06,300
2.36134e-06,300
2.32592e-06,300
2.29103e-06,300
2.25666e-06,300
2.22281e-06,300
2.18947e-06,300
2.15663e-06,300
2.12428e-06,300
2.09242e-06,300
2.06103e-06,300
2.03011e-06,300
1.99966e-06,300
1.96967e-06,300
1.94012e-06,300
1.91102e-06,300
1.88236e-06,300
1.85412e-06,300
1.82631e-06,300
1.79891e-06,300
1.77193e-06,300
1.74535e-06,300
1.71917e-06,300
1.69338e-06,300
1.66798e-06,300
1.64296e-06,300
1.61832e-06,300
1.59404e-06,300
1.57013e-06,300
1.54658e-06,300
1.52338e-06,300
1.50053e-06,300
1.47802e-06,300
1.45585e-06,300
1.43402e-06,300
1.41251e-06,300
1.39132e-06,300
1.37045e-06,300
1.34989e-06,300
1.32964e-06,300
1.3097e-06,300
1.29005e-06,300
1.2707e-06,300
1.25164e-06,300
1.23287e-06,300
1.21437e-06,300
1.19616e-06,300
1.17822e-06,300
1.16054e-06,300
1.14313e-06,300
1.12599e-06,300
1.1091e-06,300
1.09246e-06,300
1.07607e-06,300
1.05993e-06,300
1.04403e-06,300
1.02837e-06,300
1.01295e-06,300
9.97754e-07,300
9.82788e-07,300
9.68046e-07,300
9.53525e-07,300
9.39222e-07,300
9.25134e-07,300
9.11257e-07,300
8.97588e-07,300
8.84124e-07,300
8.70862e-07,300
8.57799e-07,300
8.44932e-07,300
8.32258e-07,300
8.19775e-07,300
8.07478e-07,300
7.95366e-07,300
7.83435e-07,300
7.71684e-07,300
7.60109e-07,300
7.48707e-07,300
7.37476e-07,300
7.26414e-07,300
7.15518e-07,300
7.04785e-07,300
6.94213e-07,300
6.838e-07,300
6.73543e-07,300
6.6344e-07,300
6.53489e-07,300
6.43686e-07,300
6.34031e-07,300
6.24521e-07,300
6.15153e-07,300
6.05925e-07,300
5.96836e-07,300
5.87884e-07,300
5.79066e-07,300
5.7038e-07,300
5.61824e-07,300
5.53397e-07,300
5.45096e-07,300
5.36919e-07,300
5.28865e-07,300
5.20932e-07,300
5.13118e-07,300
5.05422e-07,300
4.9784e-07,300
4.90373e-07,300
4.83017e-07,300
4.75772e-07,300
4.68635e-07,300
4.61606e-07,300
4.54682e-07,300
4.47861e-07,300
4.41144e-07,300
4.34526e-07,300
4.28008e-07,300
4.21588e-07,300
4.15264e-07,300
4.09035e-07,300
4.029e-07,300
3.96856e-07,300
3.90904e-07,300
3.8504e-07,300
3.79264e-07,300
3.73576e-07,300
3.67972e-07,300
3.62452e-07,300
3.57016e-07,300
3.5166e-07,300
3.46385e-07,300
3.4119e-07,300
3.36072e-07,300
3.31031e-07,300
3.26065e-07,300
3.21174e-07,300
3.16357e-07,300
3.11611e-07,300
3.06937e-07,300
3.02333e-07,300
2.97798e-07,300
2.93331e-07,300
2.88931e-07,300
2.84597e-07,300
2.80328e-07,300
2.76123e-07,300
2.71981e-07,300
2.67902e-07,300
2.63883e-07,300
2.59925e-07,300
2.56026e-07,300
2.52186e-07,300
2.48403e-07,300
2.44677e-07,300
2.41007e-07,300
2.37392e-07,300
2.33831e-07,300
2.30323e-07,300
2.26868e-07,300
2.23465e-07,300
2.20113e-07,300
2.16812e-07,300
2.1356e-07,300
2.10356e-07,300
2.07201e-07,300
2.04093e-07,300
2.01031e-07,300
1.98016e-07,300
1.95046e-07,300
1.9212e-07,300
1.89238e-07,300
1.864e-07,300
1.83604e-07,300
1.8085e-07,300
1.78137e-07,300
1.75465e-07,300
1.72833e-07,300
1.7024e-07,300
1.67687e-07,300
1.65172e-07,300
1.62694e-07,300
1.60254e-07,300
1.5785e-07,300
1.55482e-07,300
1.5315e-07,300
1.50853e-07,300
1.4859e-07,300
1.46361e-07,300
1.44166e-07,300
1.42003e-07,300
1.39873e-07,300
1.37775e-07,300
1.35708e-07,300
1.33673e-07,300
1.31668e-07,300
1.29693e-07,300
1.27747e-07,300
1.25831e-07,300
1.23944e-07,300
1.22084e-07,300
1.20253e-07,300
1.18449e-07,300
1.16673e-07,300
1.14923e-07,300
1.13199e-07,300
1.11501e-07,300
1.09828e-07,300
1.08181e-07,300
1.06558e-07,300
1.0496e-07,300
1.03385e-07,300
1.01835e-07,300
1.00307e-07,300
9.88025e-08,300
9.73204e-08,300
9.58606e-08,300
9.44227e-08,300
9.30063e-08,300
9.16112e-08,300
9.02371e-08,300
8.88835e-08,300
8.75502e-08,300
8.6237e-08,300
8.49434e-08,300
8.36693e-08,300
8.24143e-08,300
8.11781e-08,300
7.99604e-08,300
7.8761e-08,300
7.75796e-08,300
7.64159e-08,300
7.52697e-08,300
7.41406e-08,300
7.30285e-08,300
7.19331e-08,300
7.0854e-08,300
6.97912e-08,300
6.87443e-08,300
6.77131e-08,300
6.66975e-08,300
6.5697e-08,300
6.47115e-08,300
6.37408e-08,300
6.27847e-08,300
6.1843e-08,300
6.09153e-08,300
6.00016e-08,300
5.91015e-08,300
5.8215e-08,300
5.73418e-08,300
5.64817e-08,300
5.56345e-08,300
5.48e-08,300
5.39779e-08,300
5.31683e-08,300
5.23708e-08,300
5.15852e-08,300
5.08115e-08,300
5.00493e-08,300
4.92985e-08,300
4.8559e-08,300
4.78306e-08,300
4.71132e-08,300
4.64065e-08,300
4.57104e-08,300
4.50248e-08,300
4.43494e-08,300
4.36841e-08,300
4.30289e-08,300
4.23834e-08,300
4.17477e-08,300
4.11215e-08,300
4.05047e-08,300
3.98971e-08,300
3.92986e-08,300
3.87092e-08,300
3.81285e-08,300
3.75566e-08,300
3.69932e-08,300
3.64383e-08,300
3.58918e-08,300
3.53534e-08,300
3.48231e-08,300
3.43008e-08,300
3.37863e-08,300
3.32795e-08,300
3.27803e-08,300
3.22885e-08,300
3.18042e-08,300
3.13272e-08,300
3.08573e-08,300
3.03945e-08,300
2.99385e-08,300
2.94895e-08,300
2.90471e-08,300
2.86114e-08,300
2.81823e-08,300
2.77595e-08,300
2.73431e-08,300
2.6933e-08,300
2.6529e-08,300
2.6131e-08,300
2.57391e-08,300
2.5353e-08,300
2.49727e-08,300
2.45981e-08,300
2.42292e-08,300
2.38658e-08,300
2.35078e-08,300
2.31551e-08,300
2.28078e-08,300
2.24657e-08,300
2.21288e-08,300
2.17968e-08,300
2.14698e-08,300
2.11478e-08,300
2.08306e-08,300
2.05181e-08,300
2.02103e-08,300
1.99072e-08,300
1.96086e-08,300
1.93144e-08,300
1.90247e-08,300
1.87393e-08,300
1.84582e-08,300
1.81813e-08,300
1.79087e-08,300
1.764e-08,300
1.73754e-08,300
1.71148e-08,300
1.6858e-08,300
1.66051e-08,300
1.63561e-08,300
1.61108e-08,300
1.58691e-08,300
1.56311e-08,300
1.53966e-08,300
1.51656e-08,300
1.49381e-08,300
1.4714e-08,300
1.44933e-08,300
1.42759e-08,300
1.40618e-08,300
1.38508e-08,300
1.3643e-08,300
1.34384e-08,300
1.32368e-08,300
1.30382e-08,300
1.28426e-08,300
1.265e-08,300
1.24603e-08,300
1.22734e-08,300
1.20893e-08,300
1.1908e-08,300
1.17293e-08,300
1.15534e-08,300
1.13802e-08,300
1.12095e-08,300
1.10413e-08,300
1.08757e-08,300
1.07126e-08,300
1.05519e-08,300
1.03936e-08,300
1.02378e-08,300
1.00842e-08,300
9.93296e-09,300
9.784e-09,300
9.63726e-09,300
9.49274e-09,300
9.35034e-09,300
9.21008e-09,300
9.07195e-09,300
8.93587e-09,300
8.80183e-09,300
8.66984e-09,300
8.53981e-09,300
8.41175e-09,300
8.28555e-09,300
8.16124e-09,300
8.0388e-09,300
7.91823e-09,300
7.79946e-09,300
7.68247e-09,300
7.56719e-09,300
7.45371e-09,300
7.34192e-09,300
7.23176e-09,300
7.1233e-09,300
7.01647e-09,300
6.91125e-09,300
6.80757e-09,300
6.70542e-09,300
6.60481e-09,300
6.50573e-09,300
6.40819e-09,300
6.31209e-09,300
6.21745e-09,300
6.12417e-09,300
6.03234e-09,300
5.94187e-09,300
5.85277e-09,300
5.76495e-09,300
5.67849e-09,300
5.59331e-09,300
5.50941e-09,300
5.42678e-09,300
5.34536e-09,300
5.26521e-09,300
5.18625e-09,300
5.10849e-09,300
5.03184e-09,300
4.95638e-09,300
4.88203e-09,300
4.80878e-09,300
4.73665e-09,300
4.66562e-09,300
4.59562e-09,300
4.52673e-09,300
4.45885e-09,300
4.39201e-09,300
4.3261e-09,300
4.26121e-09,300
4.19726e-09,300
4.13434e-09,300
4.07235e-09,300
4.0113e-09,300
3.9511e-09,300
3.89184e-09,300
3.83343e-09,300
3.77597e-09,300
3.71935e-09,300
3.66359e-09,300
3.60859e-09,300
3.55445e-09,300
3.50116e-09,300
3.44863e-09,300
3.39688e-09,300
3.34589e-09,300
3.29567e-09,300
3.24621e-09,300
3.19753e-09,300
3.14952e-09,300
3.10229e-09,300
3.05573e-09,300
3.00986e-09,300
2.96467e-09,300
2.92016e-09,300
2.87633e-09,300
2.83319e-09,300
2.79073e-09,300
2.74886e-09,300
2.70759e-09,300
2.66701e-09,300
2.62702e-09,300
2.58763e-09,300
2.54883e-09,300
2.51063e-09,300
2.47294e-09,300
2.43585e-09,300
2.39928e-09,300
2.36329e-09,300
2.32782e-09,300
2.29286e-09,300
2.2585e-09,300
2.22465e-09,300
2.19131e-09,300
2.1584e-09,300
2.126e-09,300
2.09411e-09,300
2.06273e-09,300
2.03178e-09,300
2.00134e-09,300
1.97133e-09,300
1.94174e-09,300
1.91258e-09,300
1.88393e-09,300
1.85571e-09,300
1.82791e-09,300
1.80046e-09,300
1.77343e-09,300
1.74683e-09,300
1.72065e-09,300
1.69481e-09,300
1.66941e-09,300
1.64434e-09,300
1.6197e-09,300
1.5954e-09,300
1.57144e-09,300
1.5479e-09,300
1.52471e-09,300
1.50186e-09,300
1.47935e-09,300
1.45718e-09,300
1.43535e-09,300
1.41378e-09,300
1.39255e-09,300
1.37166e-09,300
1.35111e-09,300
1.33082e-09,300
1.31087e-09,300
1.29117e-09,300
1.27181e-09,300
1.25272e-09,300
1.23396e-09,300
1.21545e-09,300
1.19721e-09,300
1.17922e-09,300
1.16157e-09,300
1.14417e-09,300
1.12703e-09,300
1.11015e-09,300
1.09353e-09,300
1.07715e-09,300
1.06104e-09,300
1.04509e-09,300
1.02941e-09,300
1.01397e-09,300
